angle, distance, x, y
114.062500, 3.830000, -1.561617, 3.497178
115.875000, 1.910000, -0.833542, 1.718519
117.562500, 2.390000, -1.105891, 2.118751
119.187500, 2.370000, -1.155776, 2.069078
121.000000, 2.320000, -1.194888, 1.988628
122.625000, 2.160000, -1.164539, 1.819189
124.500000, 0.050000, -0.028320, 0.041206
126.125000, 75.410000, -44.457879, 60.911125
127.937500, 0.010000, -0.006148, 0.007887
129.562500, 0.500000, -0.318460, 0.385465
131.250000, 0.500000, -0.329673, 0.375920
133.250000, 0.470000, -0.322036, 0.342334
134.875000, 0.500000, -0.352781, 0.354324
136.500000, 0.470000, -0.340926, 0.323527
138.375000, 0.470000, -0.351329, 0.312199
140.000000, 0.430000, -0.329399, 0.276399
141.812500, 0.400000, -0.314397, 0.247295
143.437500, 0.420000, -0.337347, 0.250194
145.312500, 0.380000, -0.312462, 0.216258
146.937500, 0.470000, -0.393896, 0.256410
148.750000, 0.450000, -0.384710, 0.233448
150.375000, 0.350000, -0.304248, 0.173012
152.250000, 0.440000, -0.389395, 0.204870
153.875000, 0.330000, -0.296286, 0.145309
155.500000, 0.320000, -0.291188, 0.132702
157.312500, 0.390000, -0.359823, 0.150425
159.000000, 0.220000, -0.205388, 0.078841
160.812500, 0.280000, -0.264445, 0.092025
162.437500, 0.300000, -0.286017, 0.090524
164.250000, 0.300000, -0.288737, 0.081432
165.937500, 0.320000, -0.310410, 0.077754
167.562500, 0.280000, -0.273429, 0.060305
169.375000, 0.290000, -0.285028, 0.053470
171.000000, 0.370000, -0.365445, 0.057881
172.875000, 0.280000, -0.277838, 0.034730
174.500000, 0.320000, -0.318527, 0.030671
176.312500, 0.340000, -0.339296, 0.021867
177.750000, 0.320000, -0.319753, 0.012563
179.625000, 0.330000, -0.329993, 0.002160
181.250000, 0.280000, -0.279933, -0.006108
183.062500, 0.370000, -0.369472, -0.019767
184.687500, 0.440000, -0.438528, -0.035957
186.562500, 0.420000, -0.417248, -0.048001
188.187500, 0.500000, -0.494904, -0.071206
190.000000, 0.550000, -0.541644, -0.095506
191.625000, 0.440000, -0.430974, -0.088662
193.500000, 0.440000, -0.427843, -0.102716
195.125000, 0.430000, -0.415104, -0.112198
196.937500, 0.420000, -0.401782, -0.122358
198.437500, 0.440000, -0.417414, -0.139159
200.250000, 0.630000, -0.591061, -0.218054
201.875000, 0.470000, -0.436159, -0.175114
203.687500, 0.430000, -0.393773, -0.172752
205.375000, 0.450000, -0.406585, -0.192843
207.187500, 0.320000, -0.284645, -0.146209
208.812500, 0.330000, -0.289147, -0.159042
210.437500, 0.240000, -0.206924, -0.121584
212.125000, 0.200000, -0.169378, -0.106354
213.937500, 0.230000, -0.190819, -0.128406
215.562500, 0.200000, -0.162696, -0.116318
217.375000, 0.240000, -0.190723, -0.145687
219.062500, 0.140000, -0.108704, -0.088223
220.687500, 0.320000, -0.242649, -0.208619
222.312500, 0.270000, -0.199661, -0.181757
224.125000, 0.190000, -0.136386, -0.132283
225.812500, 0.050000, -0.034850, -0.035853
227.625000, 0.080000, -0.053918, -0.059100
229.250000, 0.180000, -0.117497, -0.136362
231.062500, 0.050000, -0.031424, -0.038892
232.750000, 0.050000, -0.030265, -0.039800
234.562500, 0.170000, -0.098568, -0.138507
236.187500, 0.120000, -0.066777, -0.099704
238.000000, 0.170000, -0.090086, -0.144168
239.687500, 0.130000, -0.065613, -0.112227
241.312500, 0.040000, -0.019201, -0.035090
242.562500, 0.050000, -0.023039, -0.044376
244.437500, 0.050000, -0.021575, -0.045106
246.062500, 0.050000, -0.020287, -0.045699
247.687500, 0.050000, -0.018983, -0.046256
249.500000, 0.220000, -0.077046, -0.206068
251.187500, 0.040000, -0.012899, -0.037863
253.000000, 0.090000, -0.026313, -0.086067
255.000000, 0.250000, -0.064705, -0.241481
256.812500, 0.500000, -0.114069, -0.486814
258.437500, 0.520000, -0.104227, -0.509447
260.312500, 0.500000, -0.084137, -0.492870
261.937500, 0.500000, -0.070127, -0.495058
263.562500, 0.510000, -0.057181, -0.506784
265.250000, 0.520000, -0.043060, -0.518214
267.062500, 0.350000, -0.017936, -0.349540
268.687500, 0.430000, -0.009849, -0.429887
270.500000, 0.430000, 0.003752, -0.429984
272.187500, 0.300000, 0.011451, -0.299781
274.000000, 0.480000, 0.033483, -0.478831
275.625000, 0.540000, 0.052929, -0.537400
277.437500, 0.810000, 0.104850, -0.803185
279.125000, 0.690000, 0.109426, -0.681268
280.937500, 0.670000, 0.127125, -0.657829
282.562500, 0.670000, 0.145728, -0.653960
284.375000, 0.670000, 0.166339, -0.649023
285.687500, 0.680000, 0.183865, -0.654671
287.500000, 0.710000, 0.213501, -0.677139
289.125000, 0.770000, 0.252275, -0.727501
290.750000, 0.700000, 0.248004, -0.654595
292.625000, 0.010000, 0.003847, -0.009230
294.250000, 0.050000, 0.020536, -0.045588
296.062500, 0.350000, 0.153773, -0.314410
297.687500, 0.320000, 0.148688, -0.283358
299.562500, 0.230000, 0.113476, -0.200058
301.187500, 0.300000, 0.155352, -0.256643
303.000000, 0.240000, 0.130713, -0.201281
304.625000, 0.290000, 0.164779, -0.238638
306.500000, 0.200000, 0.118965, -0.160771
308.500000, 0.220000, 0.136953, -0.172174
310.125000, 0.250000, 0.161114, -0.191160
311.937500, 0.220000, 0.147030, -0.163652
313.625000, 0.230000, 0.158685, -0.166490
315.250000, 0.220000, 0.156241, -0.154883
317.062500, 0.180000, 0.131777, -0.122616
318.687500, 0.250000, 0.187780, -0.165041
320.375000, 0.270000, 0.207963, -0.172195
322.187500, 0.150000, 0.118503, -0.091962
323.812500, 0.220000, 0.177560, -0.129895
325.625000, 0.150000, 0.123804, -0.084691
327.312500, 0.290000, 0.244072, -0.156616
329.687500, 0.200000, 0.172657, -0.100943
331.500000, 0.320000, 0.281221, -0.152691
333.125000, 0.240000, 0.214079, -0.108491
334.937500, 0.370000, 0.335163, -0.156734
336.625000, 0.330000, 0.302916, -0.130927
338.437500, 0.280000, 0.260405, -0.102904
340.062500, 0.220000, 0.206814, -0.075019
341.875000, 0.290000, 0.275610, -0.090216
343.562500, 0.380000, 0.364469, -0.107528
345.375000, 0.350000, 0.338660, -0.088372
347.000000, 0.370000, 0.360517, -0.083232
348.812500, 0.430000, 0.421829, -0.083429
350.500000, 0.280000, 0.276160, -0.046213
352.312500, 0.540000, 0.535147, -0.072236
354.125000, 0.520000, 0.517269, -0.053226
355.750000, 0.530000, 0.528543, -0.039277
357.437500, 0.490000, 0.489510, -0.021907
359.250000, 5.510000, 5.509528, -0.072124
1.625000, 5.470000, 5.467800, 0.155117
3.437500, 5.460000, 5.450176, 0.327380
5.062500, 5.510000, 5.488506, 0.486215
6.875000, 5.490000, 5.450525, 0.657173
8.562500, 1.010000, 0.998743, 0.150377
10.187500, 0.830000, 0.816914, 0.146802
12.000000, 0.820000, 0.802081, 0.170488
13.687500, 0.880000, 0.855009, 0.208231
15.500000, 0.850000, 0.819086, 0.227153
17.125000, 0.870000, 0.831428, 0.256178
18.750000, 0.880000, 0.833299, 0.282867
20.437500, 0.550000, 0.515380, 0.192052
22.437500, 0.530000, 0.489877, 0.202288
24.250000, 0.530000, 0.483234, 0.217681
25.875000, 0.520000, 0.467869, 0.226933
27.687500, 0.520000, 0.460457, 0.241617
29.375000, 0.750000, 0.653571, 0.367893
31.187500, 0.560000, 0.479067, 0.289991
32.812500, 0.850000, 0.714381, 0.460608
34.625000, 4.030000, 3.316241, 2.289857
36.312500, 3.890000, 3.134559, 2.303615
38.125000, 3.770000, 2.965730, 2.327520
39.750000, 3.660000, 2.813961, 2.340347
41.562500, 3.540000, 2.648743, 2.348566
43.250000, 3.410000, 2.483745, 2.336474
45.062500, 3.290000, 2.323842, 2.328918
46.687500, 3.190000, 2.188267, 2.321118
48.500000, 3.110000, 2.060748, 2.329252
50.187500, 0.790000, 0.505819, 0.606834
51.812500, 0.730000, 0.451313, 0.573774
53.437500, 0.700000, 0.416990, 0.562245
55.312500, 0.670000, 0.381297, 0.550920
56.937500, 0.700000, 0.381887, 0.586653
58.750000, 0.670000, 0.347578, 0.572791
60.375000, 0.690000, 0.341082, 0.599803
62.250000, 0.670000, 0.311962, 0.592942
63.875000, 0.660000, 0.290618, 0.592571
66.062500, 0.650000, 0.263731, 0.594093
67.875000, 0.650000, 0.244809, 0.602137
69.687500, 0.690000, 0.239527, 0.647091
71.375000, 0.660000, 0.210786, 0.625435
73.000000, 0.660000, 0.192965, 0.631161
74.812500, 0.610000, 0.159807, 0.588695
76.812500, 0.570000, 0.130039, 0.554968
78.437500, 0.540000, 0.108236, 0.529042
80.125000, 0.570000, 0.097755, 0.561555
81.750000, 0.560000, 0.080356, 0.554205
83.375000, 0.560000, 0.064608, 0.556261
85.062500, 0.720000, 0.061970, 0.717328
86.875000, 0.800000, 0.043612, 0.798810
88.500000, 1.940000, 0.050783, 1.939335
90.312500, 2.300000, -0.012544, 2.299966
92.000000, 2.290000, -0.079920, 2.288605
93.812500, 2.300000, -0.152931, 2.294910
95.437500, 2.300000, -0.217948, 2.289650
97.250000, 2.290000, -0.288996, 2.271691
98.937500, 2.310000, -0.358875, 2.281953
100.750000, 2.310000, -0.430871, 2.269460
102.562500, 2.330000, -0.506785, 2.274218
104.187500, 2.350000, -0.575975, 2.278322
106.062500, 2.370000, -0.655745, 2.277476
107.687500, 2.370000, -0.720066, 2.257965
109.500000, 4.880000, -1.628977, 4.600090
111.500000, 4.500000, -1.649256, 4.186879
113.125000, 4.120000, -1.618082, 3.788959
114.812500, 0.010000, -0.004197, 0.009077
116.625000, 2.310000, -1.035225, 2.065045
118.250000, 2.430000, -1.150167, 2.140564
120.062500, 2.370000, -1.187238, 2.051186
121.750000, 2.390000, -1.257651, 2.032342
123.562500, 0.010000, -0.005528, 0.008333
125.375000, 0.010000, -0.005789, 0.008154
127.000000, 0.010000, -0.006018, 0.007986
128.875000, 0.010000, -0.006276, 0.007785
130.500000, 0.510000, -0.331219, 0.387807
132.500000, 0.480000, -0.324283, 0.353893
134.125000, 0.480000, -0.334189, 0.344555
136.000000, 0.500000, -0.359670, 0.347329
137.625000, 0.490000, -0.361987, 0.330250
139.250000, 0.400000, -0.303026, 0.261104
140.875000, 0.400000, -0.310308, 0.252406
142.562500, 0.420000, -0.333487, 0.255316
144.187500, 0.390000, -0.316265, 0.228202
146.000000, 0.400000, -0.331615, 0.223677
147.687500, 0.390000, -0.329607, 0.208469
149.500000, 0.430000, -0.370501, 0.218241
151.125000, 0.420000, -0.367784, 0.202818
152.750000, 0.350000, -0.311156, 0.160256
154.562500, 0.300000, -0.270916, 0.128858
156.437500, 0.400000, -0.366650, 0.159900
158.062500, 0.270000, -0.250450, 0.100871
159.875000, 0.250000, -0.234736, 0.086017
161.500000, 0.230000, -0.218114, 0.072980
163.375000, 0.240000, -0.229967, 0.068666
165.000000, 0.330000, -0.318756, 0.085410
166.812500, 0.250000, -0.243407, 0.057035
168.437500, 0.280000, -0.274318, 0.056122
170.312500, 0.220000, -0.216863, 0.037020
171.937500, 0.280000, -0.277232, 0.039271
173.750000, 0.300000, -0.298217, 0.032660
175.375000, 0.370000, -0.368795, 0.029835
177.250000, 0.320000, -0.319631, 0.015353
178.687500, 0.300000, -0.299921, 0.006872
180.500000, 0.390000, -0.389985, -0.003403
182.187500, 0.280000, -0.279796, -0.010688
183.812500, 0.370000, -0.369181, -0.024602
185.625000, 0.390000, -0.388122, -0.038227
187.250000, 0.400000, -0.396802, -0.050480
189.125000, 0.470000, -0.464052, -0.074537
190.750000, 0.470000, -0.461752, -0.087666
192.562500, 0.390000, -0.380663, -0.084827
194.187500, 0.430000, -0.416885, -0.105391
196.062500, 0.420000, -0.403603, -0.116208
197.687500, 0.390000, -0.371564, -0.118492
199.125000, 0.390000, -0.368474, -0.127776
200.937500, 0.580000, -0.541703, -0.207263
202.625000, 0.350000, -0.323065, -0.134644
204.437500, 0.500000, -0.455207, -0.206850
206.062500, 0.400000, -0.359326, -0.175741
207.875000, 0.240000, -0.212153, -0.112211
209.562500, 0.320000, -0.278342, -0.157879
211.187500, 0.280000, -0.239534, -0.144995
212.812500, 0.180000, -0.151281, -0.097540
214.500000, 0.320000, -0.263720, -0.181250
216.312500, 0.250000, -0.201450, -0.148047
217.937500, 0.250000, -0.197170, -0.153700
219.750000, 0.230000, -0.176834, -0.147071
221.250000, 0.250000, -0.187960, -0.164836
222.875000, 0.190000, -0.139240, -0.129276
224.687500, 0.190000, -0.135081, -0.133616
226.312500, 0.240000, -0.165774, -0.173548
228.187500, 0.180000, -0.120005, -0.134160
229.812500, 0.190000, -0.122605, -0.145148
231.625000, 0.090000, -0.055873, -0.070557
233.250000, 0.190000, -0.113682, -0.152238
235.125000, 0.180000, -0.102922, -0.147672
236.750000, 0.180000, -0.098693, -0.150532
238.562500, 0.090000, -0.046941, -0.076789
240.187500, 0.130000, -0.064631, -0.112795
241.875000, 0.090000, -0.042426, -0.079373
243.687500, 0.120000, -0.053192, -0.107567
245.312500, 0.190000, -0.079357, -0.172634
247.125000, 0.230000, -0.089406, -0.211912
248.812500, 0.140000, -0.050599, -0.130536
250.625000, 0.130000, -0.043127, -0.122638
252.250000, 0.190000, -0.057924, -0.180955
254.062500, 0.190000, -0.052172, -0.182697
256.125000, 0.520000, -0.124698, -0.504827
257.750000, 0.530000, -0.112454, -0.517932
259.375000, 0.500000, -0.092190, -0.491427
261.000000, 0.510000, -0.079782, -0.503721
262.875000, 0.500000, -0.062017, -0.496139
264.312500, 0.390000, -0.038650, -0.388080
265.937500, 0.390000, -0.027629, -0.389020
267.625000, 0.280000, -0.011603, -0.279759
269.437500, 0.300000, -0.002945, -0.299986
271.062500, 0.440000, 0.008159, -0.439924
272.875000, 0.350000, 0.017555, -0.349559
274.562500, 0.300000, 0.023864, -0.299049
276.375000, 0.580000, 0.064400, -0.576414
278.000000, 0.680000, 0.094638, -0.673382
279.812500, 0.670000, 0.114184, -0.660198
281.500000, 0.660000, 0.131583, -0.646750
283.125000, 0.670000, 0.152141, -0.652498
284.750000, 0.680000, 0.173129, -0.657591
286.187500, 0.670000, 0.186784, -0.643438
287.875000, 0.730000, 0.224067, -0.694762
289.500000, 0.750000, 0.250355, -0.706981
291.125000, 0.700000, 0.252283, -0.652957
293.000000, 0.150000, 0.058610, -0.138076
294.625000, 0.510000, 0.212506, -0.463618
296.437500, 0.400000, 0.178089, -0.358168
298.062500, 0.280000, 0.131722, -0.247082
299.937500, 0.240000, 0.119773, -0.207977
301.562500, 0.230000, 0.120389, -0.195976
303.375000, 0.220000, 0.121026, -0.183719
305.000000, 0.240000, 0.137658, -0.196596
306.875000, 0.280000, 0.168020, -0.223985
308.875000, 0.250000, 0.156906, -0.194629
310.687500, 0.270000, 0.176022, -0.204735
312.312500, 0.200000, 0.134635, -0.147897
314.125000, 0.220000, 0.153170, -0.157921
315.812500, 0.230000, 0.164924, -0.160312
317.625000, 0.220000, 0.162525, -0.148276
319.250000, 0.190000, 0.143937, -0.124024
321.062500, 0.240000, 0.186680, -0.150833
322.750000, 0.290000, 0.230841, -0.175535
324.375000, 0.250000, 0.203212, -0.145619
326.000000, 0.280000, 0.232131, -0.156574
327.812500, 0.350000, 0.296208, -0.186442
330.187500, 0.290000, 0.251621, -0.144177
331.875000, 0.430000, 0.379226, -0.202701
333.500000, 0.280000, 0.250582, -0.124935
335.125000, 0.350000, 0.317530, -0.147224
336.937500, 0.290000, 0.266823, -0.113603
338.812500, 0.380000, 0.354313, -0.137340
340.437500, 0.330000, 0.310951, -0.110496
342.062500, 0.320000, 0.304446, -0.098553
343.875000, 0.320000, 0.307411, -0.088875
345.562500, 0.390000, 0.377684, -0.097236
347.375000, 0.380000, 0.370812, -0.083056
349.000000, 0.420000, 0.412283, -0.080140
350.812500, 0.350000, 0.345510, -0.055883
352.500000, 0.490000, 0.485808, -0.063958
354.312500, 0.450000, 0.447785, -0.044596
355.937500, 0.510000, 0.508719, -0.036131
357.625000, 0.510000, 0.509562, -0.021134
0.125000, 5.450000, 5.449987, 0.011890
1.812500, 5.400000, 5.397298, 0.170796
3.437500, 5.430000, 5.420230, 0.325581
5.062500, 5.560000, 5.538311, 0.490628
6.875000, 5.670000, 5.629231, 0.678720
8.562500, 0.980000, 0.969077, 0.145910
10.375000, 0.840000, 0.826266, 0.151276
12.187500, 0.830000, 0.811293, 0.175223
13.812500, 0.900000, 0.873974, 0.214871
15.500000, 0.840000, 0.809450, 0.224480
17.125000, 0.890000, 0.850542, 0.262067
18.937500, 0.920000, 0.870203, 0.298574
20.625000, 0.920000, 0.861033, 0.324070
22.625000, 0.930000, 0.858429, 0.357769
24.250000, 0.880000, 0.802351, 0.361433
26.062500, 3.980000, 3.575295, 1.748618
27.687500, 0.740000, 0.655266, 0.343840
29.375000, 0.910000, 0.792999, 0.446376
31.187500, 0.010000, 0.008555, 0.005178
32.812500, 0.880000, 0.739595, 0.476865
34.625000, 4.070000, 3.349156, 2.312586
36.312500, 3.860000, 3.110385, 2.285850
38.125000, 3.790000, 2.981463, 2.339867
39.750000, 3.630000, 2.790896, 2.321164
41.562500, 3.470000, 2.596367, 2.302125
43.250000, 3.370000, 2.454610, 2.309067
45.250000, 3.270000, 2.302128, 2.322306
46.875000, 3.200000, 2.187495, 2.335565
48.687500, 3.050000, 2.013505, 2.290916
50.562500, 0.770000, 0.489132, 0.594685
52.187500, 0.710000, 0.435286, 0.560915
53.812500, 0.680000, 0.401492, 0.548821
55.437500, 0.660000, 0.374421, 0.543515
57.312500, 0.700000, 0.378040, 0.589140
58.937500, 0.690000, 0.356021, 0.591057
60.750000, 0.670000, 0.327376, 0.584572
62.375000, 0.680000, 0.315304, 0.602481
64.250000, 0.680000, 0.295423, 0.612475
66.062500, 0.670000, 0.271846, 0.612372
67.875000, 0.670000, 0.252341, 0.620664
69.500000, 0.670000, 0.234639, 0.627570
71.187500, 0.700000, 0.225731, 0.662605
72.812500, 0.670000, 0.197985, 0.640080
74.437500, 0.600000, 0.160974, 0.578003
76.250000, 0.580000, 0.137858, 0.563378
78.312500, 0.560000, 0.113441, 0.548390
80.125000, 0.560000, 0.096040, 0.551703
81.750000, 0.570000, 0.081791, 0.564101
83.562500, 0.570000, 0.063908, 0.566406
85.250000, 0.750000, 0.062106, 0.747424
87.062500, 0.790000, 0.040485, 0.788962
89.062500, 2.230000, 0.036487, 2.229701
90.687500, 2.280000, -0.027357, 2.279836
92.500000, 2.310000, -0.100761, 2.307801
94.187500, 2.300000, -0.167947, 2.293860
96.000000, 2.310000, -0.241461, 2.297346
97.625000, 2.320000, -0.307838, 2.299486
99.437500, 2.320000, -0.380414, 2.288599
101.125000, 2.330000, -0.449574, 2.286216
102.937500, 2.350000, -0.526137, 2.290345
104.562500, 2.370000, -0.595903, 2.293861
106.375000, 2.400000, -0.676615, 2.302649
108.062500, 2.380000, -0.737929, 2.262711
109.875000, 4.770000, -1.621653, 4.485882
111.875000, 4.280000, -1.594655, 3.971835
113.500000, 4.080000, -1.626896, 3.741605
115.375000, 0.010000, -0.004285, 0.009035
117.000000, 2.380000, -1.080497, 2.120596
118.812500, 2.400000, -1.156668, 2.102884
120.437500, 2.370000, -1.200638, 2.043372
122.250000, 2.340000, -1.248658, 1.979003
123.937500, 0.550000, -0.307059, 0.456306
125.750000, 0.010000, -0.005842, 0.008116
127.562500, 0.010000, -0.006096, 0.007927
129.187500, 0.530000, -0.334886, 0.410794
130.875000, 0.470000, -0.307573, 0.355385
132.875000, 0.500000, -0.340201, 0.366420
134.500000, 0.480000, -0.336436, 0.342360
136.125000, 0.510000, -0.367635, 0.353475
138.000000, 0.470000, -0.349278, 0.314491
139.625000, 0.450000, -0.342819, 0.291504
141.437500, 0.430000, -0.336229, 0.268048
143.062500, 0.400000, -0.319717, 0.240377
144.750000, 0.450000, -0.367489, 0.259715
146.562500, 0.420000, -0.350485, 0.231431
148.187500, 0.400000, -0.339911, 0.210856
150.000000, 0.430000, -0.372391, 0.215000
151.687500, 0.420000, -0.369757, 0.199198
153.500000, 0.330000, -0.295328, 0.147245
155.125000, 0.290000, -0.263096, 0.121986
156.812500, 0.340000, -0.312535, 0.133872
158.437500, 0.330000, -0.306906, 0.121280
160.062500, 0.190000, -0.178612, 0.064789
161.687500, 0.270000, -0.256326, 0.084834
163.562500, 0.230000, -0.220600, 0.065083
165.187500, 0.330000, -0.319033, 0.084367
167.000000, 0.240000, -0.233849, 0.053988
168.625000, 0.280000, -0.274500, 0.055224
170.500000, 0.280000, -0.276160, 0.046213
172.125000, 0.290000, -0.287265, 0.039734
173.937500, 0.280000, -0.278434, 0.029572
175.562500, 0.390000, -0.388831, 0.030175
177.437500, 0.300000, -0.299700, 0.013413
179.062500, 0.300000, -0.299960, 0.004909
180.687500, 0.330000, -0.329976, -0.003960
182.500000, 0.330000, -0.329686, -0.014394
184.187500, 0.400000, -0.398932, -0.029208
186.000000, 0.420000, -0.417699, -0.043902
187.625000, 0.430000, -0.426198, -0.057056
189.437500, 0.450000, -0.443909, -0.073787
191.312500, 0.450000, -0.441257, -0.088272
192.937500, 0.430000, -0.419084, -0.096272
194.562500, 0.380000, -0.367792, -0.095546
196.375000, 0.400000, -0.383775, -0.112769
198.062500, 0.390000, -0.370780, -0.120921
199.687500, 0.490000, -0.461357, -0.165076
201.312500, 0.480000, -0.447174, -0.174458
203.000000, 0.340000, -0.312972, -0.132849
204.625000, 0.370000, -0.336350, -0.154171
206.437500, 0.380000, -0.340260, -0.169184
208.062500, 0.330000, -0.291204, -0.155243
209.750000, 0.300000, -0.260460, -0.148865
211.562500, 0.280000, -0.238580, -0.146560
213.375000, 0.230000, -0.192070, -0.126527
215.000000, 0.190000, -0.155639, -0.108980
216.687500, 0.250000, -0.200477, -0.149363
218.312500, 0.190000, -0.149082, -0.117791
219.750000, 0.240000, -0.184522, -0.153465
221.562500, 0.190000, -0.142164, -0.126053
223.250000, 0.320000, -0.233079, -0.219259
225.062500, 0.230000, -0.162457, -0.162812
226.687500, 0.100000, -0.068598, -0.072762
228.500000, 0.090000, -0.059636, -0.067406
230.187500, 0.170000, -0.108847, -0.130584
231.812500, 0.230000, -0.142194, -0.180778
233.625000, 0.190000, -0.112683, -0.152979
235.312500, 0.080000, -0.045528, -0.065781
236.937500, 0.050000, -0.027278, -0.041904
238.562500, 0.050000, -0.026078, -0.042660
240.375000, 0.070000, -0.034602, -0.060850
242.062500, 0.290000, -0.135867, -0.256203
243.687500, 0.130000, -0.057625, -0.116531
245.312500, 0.090000, -0.037590, -0.081774
247.125000, 0.130000, -0.050534, -0.119776
249.000000, 0.050000, -0.017918, -0.046679
250.625000, 0.150000, -0.049762, -0.141505
252.250000, 0.190000, -0.057924, -0.180955
253.875000, 0.170000, -0.047215, -0.163312
255.750000, 0.440000, -0.108307, -0.426462
257.750000, 0.520000, -0.110332, -0.508160
259.375000, 0.510000, -0.094034, -0.501256
261.187500, 0.510000, -0.078133, -0.503979
262.875000, 0.500000, -0.062017, -0.496139
264.500000, 0.530000, -0.050798, -0.527560
266.125000, 0.350000, -0.023653, -0.349200
267.750000, 0.420000, -0.016489, -0.419676
269.625000, 0.280000, -0.001833, -0.279994
271.250000, 0.370000, 0.008072, -0.369912
273.062500, 0.470000, 0.025110, -0.469329
274.687500, 0.380000, 0.031054, -0.378729
276.562500, 0.490000, 0.056001, -0.486789
278.187500, 0.710000, 0.101113, -0.702763
280.000000, 0.680000, 0.118081, -0.669669
281.625000, 0.670000, 0.135009, -0.656257
283.500000, 0.670000, 0.156408, -0.651488
285.125000, 0.690000, 0.180039, -0.666098
286.562500, 0.690000, 0.196692, -0.661371
288.250000, 0.720000, 0.225478, -0.683783
289.875000, 0.780000, 0.265176, -0.733541
291.687500, 0.530000, 0.195858, -0.492483
293.312500, 0.050000, 0.019787, -0.045918
295.187500, 0.200000, 0.085116, -0.180984
296.812500, 0.370000, 0.166897, -0.330220
298.437500, 0.280000, 0.133336, -0.246214
300.250000, 0.250000, 0.125943, -0.215959
301.937500, 0.220000, 0.116379, -0.186698
303.750000, 0.290000, 0.161115, -0.241126
305.375000, 0.220000, 0.127364, -0.179384
307.375000, 0.250000, 0.151757, -0.198670
309.187500, 0.280000, 0.176921, -0.217023
310.875000, 0.270000, 0.176691, -0.204158
312.687500, 0.250000, 0.169500, -0.183766
314.312500, 0.220000, 0.153686, -0.157419
316.000000, 0.250000, 0.179835, -0.173665
317.812500, 0.240000, 0.177828, -0.161174
319.437500, 0.220000, 0.167133, -0.143061
321.250000, 0.280000, 0.218368, -0.175259
322.937500, 0.230000, 0.183535, -0.138618
324.750000, 0.180000, 0.146995, -0.103886
326.375000, 0.350000, 0.291438, -0.193814
328.187500, 0.370000, 0.314418, -0.195042
330.562500, 0.370000, 0.322230, -0.181845
332.250000, 0.330000, 0.292046, -0.153653
334.062500, 0.340000, 0.305752, -0.148713
335.687500, 0.290000, 0.264281, -0.119397
337.500000, 0.340000, 0.314119, -0.130112
339.187500, 0.290000, 0.271077, -0.103040
341.000000, 0.280000, 0.264745, -0.091159
342.625000, 0.350000, 0.334030, -0.104519
344.437500, 0.390000, 0.375702, -0.104633
346.125000, 0.440000, 0.427161, -0.105514
347.937500, 0.430000, 0.420506, -0.089861
349.562500, 0.370000, 0.363878, -0.067030
351.375000, 0.640000, 0.632762, -0.095979
353.062500, 0.580000, 0.575754, -0.070056
354.875000, 0.540000, 0.537841, -0.048238
356.500000, 0.540000, 0.538993, -0.032966
358.312500, 0.390000, 0.389831, -0.011485
0.687500, 5.440000, 5.439608, 0.065274
2.312500, 5.470000, 5.465545, 0.220713
4.187500, 5.510000, 5.495291, 0.402344
5.812500, 5.510000, 5.481671, 0.558016
7.625000, 1.020000, 1.010981, 0.135343
9.250000, 0.930000, 0.917907, 0.149491
10.937500, 0.800000, 0.785468, 0.151790
12.750000, 0.890000, 0.868055, 0.196421
14.375000, 0.840000, 0.813701, 0.208544
16.187500, 0.880000, 0.845112, 0.245328
18.062500, 0.880000, 0.836633, 0.272848
19.687500, 0.880000, 0.828559, 0.296463
21.312500, 0.930000, 0.866399, 0.338013
23.125000, 0.940000, 0.864471, 0.369174
24.812500, 0.920000, 0.835071, 0.386078
26.625000, 3.920000, 3.504318, 1.756745
28.250000, 1.000000, 0.880891, 0.473320
30.062500, 1.000000, 0.865479, 0.500944
31.750000, 0.950000, 0.807835, 0.499903
33.562500, 0.900000, 0.749955, 0.497562
35.187500, 3.820000, 3.121974, 2.201290
36.875000, 3.850000, 3.079794, 2.310274
38.687500, 3.730000, 2.911514, 2.331520
40.312500, 3.580000, 2.729847, 2.316103
42.125000, 3.430000, 2.543974, 2.300674
43.937500, 3.360000, 2.419526, 2.331414
45.625000, 3.240000, 2.265899, 2.315880
47.437500, 3.160000, 2.137405, 2.327466
49.062500, 3.070000, 2.011573, 2.319154
50.875000, 0.770000, 0.485881, 0.597344
52.562500, 0.710000, 0.431606, 0.563752
54.375000, 0.710000, 0.413559, 0.577121
56.187500, 0.690000, 0.383969, 0.573296
57.812500, 0.660000, 0.351576, 0.558564
59.500000, 0.700000, 0.355277, 0.603140
61.125000, 0.670000, 0.323543, 0.586702
62.937500, 0.680000, 0.309374, 0.605547
64.562500, 0.680000, 0.292078, 0.614077
66.625000, 0.650000, 0.257886, 0.596653
68.250000, 0.680000, 0.251979, 0.631590
70.062500, 0.680000, 0.231877, 0.639244
71.687500, 0.700000, 0.219940, 0.664550
73.562500, 0.680000, 0.192419, 0.652208
75.187500, 0.600000, 0.153394, 0.580061
77.000000, 0.580000, 0.130472, 0.565135
78.625000, 0.570000, 0.112421, 0.558804
80.687500, 0.550000, 0.089001, 0.542751
82.312500, 0.580000, 0.077587, 0.574787
84.125000, 0.660000, 0.067557, 0.656533
85.750000, 0.770000, 0.057064, 0.767883
