angle, distance, x, y
346.125000, 0.380000, 0.368912, -0.091126
347.750000, 0.400000, 0.390892, -0.084871
349.937500, 0.400000, 0.393847, -0.069889
351.562500, 0.470000, 0.464913, -0.068963
353.187500, 0.470000, 0.466682, -0.055752
355.062500, 0.540000, 0.537996, -0.046477
356.687500, 0.510000, 0.509148, -0.029469
358.312500, 5.500000, 5.497615, -0.161965
0.875000, 5.420000, 5.419368, 0.082769
2.500000, 5.480000, 5.474784, 0.239034
4.187500, 5.530000, 5.515237, 0.403804
5.812500, 5.500000, 5.471723, 0.557003
7.437500, 1.020000, 1.011418, 0.132034
9.125000, 0.950000, 0.937977, 0.150659
10.937500, 0.820000, 0.805104, 0.155585
12.562500, 0.870000, 0.849172, 0.189229
14.375000, 0.840000, 0.813701, 0.208544
16.062500, 0.870000, 0.836036, 0.240717
17.875000, 0.870000, 0.828004, 0.267039
19.500000, 0.480000, 0.452468, 0.160227
21.312500, 0.500000, 0.465806, 0.181727
23.312500, 0.440000, 0.404078, 0.174128
25.000000, 0.390000, 0.353460, 0.164821
26.812500, 0.440000, 0.392694, 0.198472
28.437500, 0.830000, 0.729850, 0.395246
30.250000, 0.010000, 0.008638, 0.005038
31.937500, 0.940000, 0.797708, 0.497254
33.750000, 0.880000, 0.731693, 0.488902
35.375000, 3.790000, 3.090292, 2.194127
37.000000, 3.830000, 3.058774, 2.304952
38.687500, 3.730000, 2.911514, 2.331520
40.500000, 3.570000, 2.714649, 2.318530
42.125000, 3.490000, 2.588475, 2.340919
43.937500, 3.370000, 2.426727, 2.338353
45.812500, 3.250000, 2.265278, 2.330454
47.437500, 3.170000, 2.144169, 2.334832
49.250000, 1.030000, 0.672343, 0.780292
50.875000, 0.750000, 0.473261, 0.581828
52.750000, 0.700000, 0.423706, 0.557201
54.375000, 0.700000, 0.407734, 0.568993
56.187500, 0.680000, 0.378404, 0.564987
57.812500, 0.660000, 0.351576, 0.558564
59.687500, 0.670000, 0.338160, 0.578401
61.312500, 0.680000, 0.326422, 0.596531
63.125000, 0.670000, 0.302871, 0.597637
64.750000, 0.670000, 0.285801, 0.605985
66.937500, 0.650000, 0.254628, 0.598051
68.625000, 0.660000, 0.240551, 0.614602
70.250000, 0.640000, 0.216267, 0.602353
71.875000, 0.670000, 0.208431, 0.636755
73.750000, 0.650000, 0.181889, 0.624032
75.375000, 0.570000, 0.143920, 0.551531
77.187500, 0.560000, 0.124186, 0.546057
78.812500, 0.560000, 0.108651, 0.549359
80.687500, 0.570000, 0.092237, 0.562488
82.312500, 0.570000, 0.076249, 0.564877
84.125000, 0.690000, 0.070627, 0.686376
85.750000, 0.770000, 0.057064, 0.767883
87.625000, 1.050000, 0.043512, 1.049098
89.250000, 2.300000, 0.030106, 2.299803
91.062500, 2.290000, -0.042464, 2.289606
92.687500, 2.300000, -0.107844, 2.297470
94.562500, 2.300000, -0.182957, 2.292712
96.187500, 2.310000, -0.248977, 2.296543
98.000000, 2.310000, -0.321490, 2.287519
99.625000, 2.320000, -0.387902, 2.287342
101.312500, 2.290000, -0.449207, 2.245510
103.125000, 2.320000, -0.526817, 2.259395
104.750000, 2.370000, -0.603407, 2.291899
106.562500, 2.350000, -0.669894, 2.252497
108.250000, 2.470000, -0.773515, 2.345757
110.250000, 4.620000, -1.599061, 4.334444
111.875000, 4.270000, -1.590929, 3.962555
113.687500, 4.020000, -1.615027, 3.681316
115.375000, 1.010000, -0.432826, 0.912558
117.187500, 2.370000, -1.082862, 2.108153
118.812500, 2.400000, -1.156668, 2.102884
120.625000, 2.370000, -1.207318, 2.039432
122.250000, 2.210000, -1.179288, 1.869058
124.125000, 0.010000, -0.005610, 0.008278
125.750000, 0.010000, -0.005842, 0.008116
127.562500, 0.010000, -0.006096, 0.007927
129.187500, 0.610000, -0.385435, 0.472800
131.062500, 0.380000, -0.249615, 0.286518
133.062500, 0.490000, -0.334570, 0.357999
134.687500, 0.490000, -0.344587, 0.348367
136.312500, 0.480000, -0.347097, 0.331548
138.000000, 0.450000, -0.334415, 0.301109
139.812500, 0.470000, -0.359050, 0.303287
141.437500, 0.440000, -0.344049, 0.274282
143.250000, 0.420000, -0.336527, 0.251296
144.937500, 0.370000, -0.302855, 0.212554
146.750000, 0.380000, -0.317789, 0.208351
148.375000, 0.420000, -0.357629, 0.220230
150.187500, 0.350000, -0.303680, 0.174007
151.875000, 0.370000, -0.326311, 0.174417
153.500000, 0.300000, -0.268480, 0.133859
155.312500, 0.280000, -0.254408, 0.116947
156.937500, 0.350000, -0.322027, 0.137107
158.812500, 0.270000, -0.251749, 0.097584
160.437500, 0.270000, -0.254415, 0.090405
162.250000, 0.270000, -0.257147, 0.082313
163.875000, 0.300000, -0.288197, 0.083320
165.750000, 0.280000, -0.271385, 0.068923
167.375000, 0.270000, -0.263472, 0.059014
169.187500, 0.290000, -0.284851, 0.054403
170.812500, 0.280000, -0.276408, 0.044706
172.875000, 0.270000, -0.267915, 0.033489
174.500000, 0.440000, -0.437974, 0.042172
176.312500, 0.300000, -0.299379, 0.019294
177.937500, 0.340000, -0.339780, 0.012236
179.625000, 0.420000, -0.419991, 0.002749
181.250000, 0.300000, -0.299929, -0.006544
183.062500, 0.350000, -0.349500, -0.018699
184.687500, 0.490000, -0.488361, -0.040043
186.375000, 0.390000, -0.387588, -0.043304
188.187500, 0.450000, -0.445413, -0.064086
190.000000, 0.470000, -0.462860, -0.081615
191.625000, 0.470000, -0.460359, -0.094708
193.312500, 0.440000, -0.428177, -0.101315
194.937500, 0.390000, -0.376821, -0.100528
196.750000, 0.430000, -0.411756, -0.123924
198.437500, 0.440000, -0.417414, -0.139159
199.875000, 0.560000, -0.526644, -0.190383
201.500000, 0.010000, -0.009304, -0.003665
203.125000, 0.490000, -0.450629, -0.192442
204.812500, 0.390000, -0.353998, -0.163664
206.437500, 0.330000, -0.295489, -0.146923
208.062500, 0.320000, -0.282379, -0.150539
209.937500, 0.300000, -0.259971, -0.149717
211.562500, 0.300000, -0.255621, -0.157029
213.375000, 0.290000, -0.242176, -0.159534
215.000000, 0.280000, -0.229363, -0.160601
216.875000, 0.320000, -0.255983, -0.192023
218.500000, 0.200000, -0.156522, -0.124503
220.125000, 0.230000, -0.175867, -0.148225
221.750000, 0.300000, -0.223817, -0.199764
223.437500, 0.240000, -0.174270, -0.165015
225.062500, 0.240000, -0.169520, -0.169891
226.875000, 0.140000, -0.095703, -0.102181
228.500000, 0.090000, -0.059636, -0.067406
230.375000, 0.170000, -0.108419, -0.130940
232.000000, 0.150000, -0.092349, -0.118202
233.812500, 0.050000, -0.029521, -0.040354
235.437500, 0.040000, -0.022692, -0.032940
237.312500, 0.080000, -0.043205, -0.067330
238.937500, 0.150000, -0.077396, -0.128491
240.750000, 0.050000, -0.024431, -0.043625
242.250000, 0.130000, -0.060530, -0.115048
243.875000, 0.120000, -0.052840, -0.107740
245.500000, 0.170000, -0.070498, -0.154693
247.312500, 0.090000, -0.034713, -0.083036
249.000000, 0.290000, -0.103927, -0.270738
250.812500, 0.130000, -0.042726, -0.122778
252.437500, 0.130000, -0.039227, -0.123940
254.250000, 0.240000, -0.065146, -0.230989
255.937500, 0.590000, -0.143358, -0.572318
257.750000, 0.520000, -0.110332, -0.508160
259.562500, 0.510000, -0.092393, -0.501561
261.187500, 0.510000, -0.078133, -0.503979
262.875000, 0.500000, -0.062017, -0.496139
264.500000, 0.470000, -0.045048, -0.467836
266.125000, 0.300000, -0.020274, -0.299314
267.937500, 0.450000, -0.016195, -0.449708
269.625000, 0.390000, -0.002553, -0.389992
271.437500, 0.280000, 0.007024, -0.279912
273.062500, 0.350000, 0.018699, -0.349500
274.875000, 0.350000, 0.029744, -0.348734
276.562500, 0.600000, 0.068572, -0.596069
278.187500, 0.690000, 0.098265, -0.682967
280.000000, 0.660000, 0.114608, -0.649973
281.625000, 0.660000, 0.132994, -0.646462
283.500000, 0.670000, 0.156408, -0.651488
285.125000, 0.670000, 0.174820, -0.646790
286.750000, 0.700000, 0.201737, -0.670300
288.437500, 0.770000, 0.243528, -0.730475
290.062500, 0.730000, 0.250423, -0.685703
291.875000, 0.610000, 0.227276, -0.566079
293.500000, 0.300000, 0.119625, -0.275118
295.375000, 0.200000, 0.085708, -0.180704
297.187500, 0.090000, 0.041121, -0.080056
298.812500, 0.190000, 0.091570, -0.166478
300.437500, 0.230000, 0.116518, -0.198302
302.125000, 0.250000, 0.132942, -0.211722
303.937500, 0.250000, 0.139572, -0.207412
305.562500, 0.270000, 0.157029, -0.219640
307.375000, 0.230000, 0.139617, -0.182776
309.187500, 0.230000, 0.145328, -0.178269
310.875000, 0.200000, 0.130882, -0.151228
312.687500, 0.220000, 0.149160, -0.161714
314.312500, 0.240000, 0.167657, -0.171730
316.125000, 0.290000, 0.209048, -0.200995
317.812500, 0.290000, 0.214876, -0.194752
319.625000, 0.280000, 0.213310, -0.181381
321.250000, 0.200000, 0.155977, -0.125185
323.062500, 0.280000, 0.223802, -0.168264
324.937500, 0.320000, 0.261928, -0.183830
326.562500, 0.280000, 0.233656, -0.154288
328.375000, 0.340000, 0.289509, -0.178282
330.937500, 0.250000, 0.218523, -0.121441
332.562500, 0.240000, 0.213003, -0.110587
334.437500, 0.330000, 0.297698, -0.142393
336.062500, 0.320000, 0.292476, -0.129837
337.875000, 0.300000, 0.277909, -0.112989
339.500000, 0.380000, 0.355935, -0.133079
341.375000, 0.330000, 0.312718, -0.105393
343.000000, 0.380000, 0.363396, -0.111101
344.812500, 0.340000, 0.328125, -0.089073
346.437500, 0.430000, 0.418009, -0.100838
348.312500, 0.390000, 0.381914, -0.079004
349.937500, 0.290000, 0.285539, -0.050669
352.125000, 0.330000, 0.326888, -0.045214
353.750000, 0.580000, 0.576553, -0.063143
355.375000, 0.520000, 0.518307, -0.041930
357.250000, 0.420000, 0.419516, -0.020151
358.875000, 5.490000, 5.488942, -0.107789
1.250000, 5.420000, 5.418710, 0.118237
2.875000, 5.470000, 5.463115, 0.274360
4.562500, 5.560000, 5.542381, 0.442279
6.375000, 5.510000, 5.475929, 0.611805
8.000000, 1.070000, 1.059587, 0.148915
9.812500, 0.900000, 0.886834, 0.153382
11.500000, 0.820000, 0.803538, 0.163482
13.312500, 0.900000, 0.875816, 0.207236
14.937500, 0.830000, 0.801952, 0.213945
16.750000, 0.880000, 0.842663, 0.253613
18.437500, 0.900000, 0.853802, 0.284643
20.250000, 0.880000, 0.825608, 0.304583
22.062500, 0.910000, 0.843365, 0.341812
23.875000, 0.900000, 0.822988, 0.364268
25.500000, 1.010000, 0.911611, 0.434816
27.187500, 3.890000, 3.460218, 1.777356
29.000000, 0.940000, 0.822143, 0.455721
30.625000, 4.030000, 3.467895, 2.052950
32.437500, 0.890000, 0.751140, 0.477378
34.125000, 0.880000, 0.728478, 0.493680
35.937500, 3.800000, 3.076699, 2.230229
37.562500, 3.830000, 3.035998, 2.334869
39.187500, 3.640000, 2.821300, 2.299971
41.062500, 3.560000, 2.684217, 2.338500
42.687500, 3.420000, 2.513914, 2.318758
44.500000, 3.330000, 2.375124, 2.334028
46.125000, 3.240000, 2.245603, 2.335566
48.000000, 3.110000, 2.080996, 2.311180
49.625000, 0.960000, 0.621876, 0.731348
51.437500, 0.720000, 0.448825, 0.562989
53.062500, 0.710000, 0.426670, 0.567497
54.937500, 0.700000, 0.402129, 0.572968
56.562500, 0.720000, 0.396739, 0.600831
58.375000, 0.730000, 0.382781, 0.621594
60.000000, 0.710000, 0.355000, 0.614878
61.875000, 0.700000, 0.329978, 0.617345
63.500000, 0.660000, 0.294491, 0.590657
65.312500, 0.700000, 0.292368, 0.636020
67.312500, 0.640000, 0.246851, 0.590478
69.187500, 0.680000, 0.241611, 0.635629
70.812500, 0.700000, 0.230062, 0.661114
72.437500, 0.680000, 0.205187, 0.648304
74.250000, 0.620000, 0.168293, 0.596722
75.937500, 0.580000, 0.140929, 0.562618
77.562500, 0.560000, 0.120610, 0.546858
79.375000, 0.560000, 0.103253, 0.550399
81.000000, 0.590000, 0.092296, 0.582736
82.875000, 0.590000, 0.073180, 0.585444
84.500000, 0.750000, 0.071884, 0.746547
86.312500, 0.790000, 0.050809, 0.788364
87.937500, 1.520000, 0.054704, 1.519015
89.812500, 2.310000, 0.007559, 2.309988
91.437500, 2.290000, -0.057448, 2.289279
93.062500, 2.290000, -0.122344, 2.286730
94.875000, 2.290000, -0.194609, 2.281716
96.562500, 2.310000, -0.264003, 2.294864
98.375000, 2.330000, -0.339368, 2.305153
100.000000, 2.340000, -0.406337, 2.304450
101.812500, 2.340000, -0.479020, 2.290445
103.500000, 2.350000, -0.548597, 2.285069
105.312500, 2.370000, -0.625878, 2.285865
106.937500, 2.380000, -0.693362, 2.276763
108.750000, 4.900000, -1.575053, 4.639958
110.750000, 4.620000, -1.636825, 4.320325
112.437500, 4.210000, -1.606853, 3.891288
114.062500, 3.770000, -1.537153, 3.442392
115.687500, 2.100000, -0.910271, 1.892460
117.562500, 2.420000, -1.119773, 2.145346
119.187500, 2.370000, -1.155776, 2.069078
121.000000, 2.320000, -1.194888, 1.988628
122.625000, 2.120000, -1.142973, 1.785501
124.500000, 0.010000, -0.005664, 0.008241
126.125000, 0.010000, -0.005895, 0.008077
127.937500, 0.010000, -0.006148, 0.007887
129.562500, 0.340000, -0.216553, 0.262116
131.437500, 0.500000, -0.330901, 0.374839
133.437500, 0.510000, -0.350657, 0.370324
135.062500, 0.500000, -0.353939, 0.353168
136.687500, 0.490000, -0.356535, 0.336129
138.375000, 0.480000, -0.358804, 0.318841
140.187500, 0.480000, -0.368709, 0.307333
141.812500, 0.450000, -0.353696, 0.278207
143.437500, 0.450000, -0.361443, 0.268065
145.312500, 0.420000, -0.345353, 0.239022
146.937500, 0.430000, -0.360373, 0.234588
148.750000, 0.400000, -0.341965, 0.207509
150.375000, 0.380000, -0.330326, 0.187842
152.250000, 0.420000, -0.371695, 0.195558
153.875000, 0.300000, -0.269351, 0.132099
155.687500, 0.340000, -0.309847, 0.139982
157.500000, 0.270000, -0.249447, 0.103325
159.187500, 0.320000, -0.299119, 0.113699
161.000000, 0.200000, -0.189104, 0.065114
162.625000, 0.340000, -0.324486, 0.101532
164.437500, 0.290000, -0.279368, 0.077804
166.125000, 0.300000, -0.291246, 0.071941
167.937500, 0.250000, -0.244480, 0.052245
169.562500, 0.330000, -0.324540, 0.059784
171.375000, 0.300000, -0.296607, 0.044990
173.062500, 0.180000, -0.178682, 0.021742
175.062500, 0.300000, -0.298887, 0.025821
176.687500, 0.290000, -0.289515, 0.016757
178.125000, 0.330000, -0.329823, 0.010797
180.000000, 0.440000, -0.440000, 0.000000
181.625000, 0.380000, -0.379847, -0.010776
183.250000, 0.390000, -0.389373, -0.022110
185.062500, 0.430000, -0.428323, -0.037944
186.750000, 0.440000, -0.436950, -0.051716
188.375000, 0.450000, -0.445201, -0.065543
190.187500, 0.520000, -0.511802, -0.091972
191.812500, 0.440000, -0.430682, -0.090072
193.687500, 0.390000, -0.378924, -0.092284
195.312500, 0.400000, -0.385800, -0.105633
196.937500, 0.430000, -0.411348, -0.125271
198.562500, 0.420000, -0.398150, -0.133702
200.437500, 0.670000, -0.627826, -0.233954
202.250000, 0.400000, -0.370216, -0.151459
203.875000, 0.280000, -0.256041, -0.113328
205.500000, 0.440000, -0.397138, -0.189425
207.375000, 0.200000, -0.177603, -0.091962
209.000000, 0.230000, -0.201163, -0.111506
210.625000, 0.280000, -0.240946, -0.142637
212.437500, 0.290000, -0.244753, -0.155550
214.125000, 0.230000, -0.190398, -0.129030
215.750000, 0.130000, -0.105505, -0.075952
217.562500, 0.200000, -0.158538, -0.121925
219.187500, 0.130000, -0.100761, -0.082142
220.687500, 0.170000, -0.128907, -0.110829
222.312500, 0.250000, -0.184871, -0.168293
224.125000, 0.270000, -0.193812, -0.187981
225.812500, 0.140000, -0.097581, -0.100389
227.625000, 0.170000, -0.114577, -0.125587
229.250000, 0.050000, -0.032638, -0.037878
231.062500, 0.170000, -0.106840, -0.132231
232.750000, 0.150000, -0.090794, -0.119400
234.562500, 0.090000, -0.052183, -0.073327
236.187500, 0.140000, -0.077907, -0.116321
237.812500, 0.140000, -0.074577, -0.118483
239.687500, 0.090000, -0.045424, -0.077696
241.312500, 0.040000, -0.019201, -0.035090
242.562500, 0.050000, -0.023039, -0.044376
244.437500, 0.070000, -0.030205, -0.063148
246.062500, 0.200000, -0.081148, -0.182798
247.875000, 0.140000, -0.052728, -0.129691
249.500000, 0.190000, -0.066539, -0.177968
251.375000, 0.140000, -0.044712, -0.132668
253.000000, 0.150000, -0.043856, -0.143446
254.812500, 0.340000, -0.089073, -0.328125
256.625000, 0.500000, -0.115662, -0.486438
258.312500, 0.520000, -0.105338, -0.509219
259.937500, 0.540000, -0.094350, -0.531694
261.750000, 0.510000, -0.073181, -0.504722
263.375000, 0.500000, -0.057685, -0.496661
265.062500, 0.450000, -0.038731, -0.448330
266.687500, 0.510000, -0.029469, -0.509148
268.312500, 0.230000, -0.006773, -0.229900
270.125000, 0.280000, 0.000611, -0.279999
271.812500, 0.380000, 0.012019, -0.379810
273.625000, 0.440000, 0.027819, -0.439120
275.250000, 0.510000, 0.046666, -0.507861
277.062500, 0.680000, 0.083607, -0.674841
278.750000, 0.660000, 0.100401, -0.652319
280.562500, 0.690000, 0.126483, -0.678308
282.187500, 0.660000, 0.139334, -0.645125
284.000000, 0.670000, 0.162088, -0.650098
285.687500, 0.690000, 0.186569, -0.664298
287.312500, 0.710000, 0.211284, -0.677834
288.937500, 0.770000, 0.249893, -0.728322
290.625000, 0.740000, 0.260665, -0.692570
292.250000, 0.280000, 0.106022, -0.259151
293.875000, 0.200000, 0.080949, -0.182886
295.500000, 0.340000, 0.146374, -0.306879
297.375000, 0.240000, 0.110355, -0.213124
299.000000, 0.220000, 0.106658, -0.192416
300.812500, 0.280000, 0.143424, -0.240477
302.625000, 0.250000, 0.134785, -0.210554
304.312500, 0.270000, 0.152201, -0.223013
305.937500, 0.230000, 0.134988, -0.186221
308.125000, 0.240000, 0.148171, -0.188800
309.750000, 0.200000, 0.127888, -0.153768
311.437500, 0.290000, 0.191923, -0.217407
313.250000, 0.240000, 0.164444, -0.174809
314.875000, 0.180000, 0.127001, -0.127557
316.687500, 0.190000, 0.138248, -0.130336
318.375000, 0.180000, 0.134551, -0.119565
320.187500, 0.270000, 0.207399, -0.172875
321.812500, 0.270000, 0.212218, -0.166924
323.625000, 0.200000, 0.161031, -0.118614
325.437500, 0.250000, 0.205877, -0.141826
327.125000, 0.200000, 0.167971, -0.108562
328.750000, 0.270000, 0.230826, -0.140069
330.937500, 0.250000, 0.218523, -0.121441
332.750000, 0.320000, 0.284485, -0.146520
334.437500, 0.230000, 0.207486, -0.099244
336.250000, 0.370000, 0.338665, -0.149016
337.875000, 0.270000, 0.250118, -0.101690
339.687500, 0.420000, 0.393882, -0.145799
341.500000, 0.370000, 0.350880, -0.117403
343.187500, 0.350000, 0.335040, -0.101234
344.812500, 0.470000, 0.453585, -0.123130
346.437500, 0.380000, 0.369404, -0.089112
348.312500, 0.420000, 0.411292, -0.085081
350.125000, 0.470000, 0.463037, -0.080605
351.750000, 0.470000, 0.465136, -0.067442
353.375000, 0.530000, 0.526461, -0.061146
355.375000, 5.780000, 5.761179, -0.466064
357.250000, 5.450000, 5.443724, -0.261481
358.875000, 5.410000, 5.408957, -0.106218
1.625000, 5.440000, 5.437812, 0.154266
3.250000, 5.480000, 5.471186, 0.310676
4.875000, 5.570000, 5.549850, 0.473351
6.562500, 5.530000, 5.493766, 0.632007
8.187500, 0.010000, 0.009898, 0.001424
9.812500, 0.880000, 0.867126, 0.149974
11.500000, 0.820000, 0.803538, 0.163482
13.312500, 0.900000, 0.875816, 0.207236
14.937500, 0.840000, 0.811614, 0.216523
16.562500, 0.870000, 0.833903, 0.248003
18.437500, 0.900000, 0.853802, 0.284643
20.062500, 0.880000, 0.826601, 0.301880
21.875000, 0.920000, 0.853759, 0.342776
23.500000, 0.910000, 0.834525, 0.362862
25.375000, 0.960000, 0.867381, 0.411399
27.000000, 3.840000, 3.421465, 1.743324
28.625000, 0.950000, 0.833885, 0.455121
30.437500, 3.930000, 3.388376, 1.990931
32.125000, 0.950000, 0.804545, 0.505180
33.937500, 0.910000, 0.754979, 0.508042
35.562500, 3.750000, 3.050556, 2.180965
37.375000, 3.820000, 3.035676, 2.318851
39.062500, 3.670000, 2.849605, 2.312716
40.875000, 3.570000, 2.699417, 2.336247
42.500000, 3.430000, 2.528861, 2.317274
44.312500, 3.350000, 2.397060, 2.340214
46.000000, 3.240000, 2.250693, 2.330661
47.812500, 3.120000, 2.095264, 2.311768
49.437500, 0.970000, 0.630769, 0.736906
51.250000, 0.740000, 0.463183, 0.577115
52.937500, 0.720000, 0.433934, 0.574545
54.750000, 0.710000, 0.409773, 0.579816
56.375000, 0.700000, 0.387628, 0.582876
58.187500, 0.700000, 0.368999, 0.594844
59.875000, 0.680000, 0.341284, 0.588154
61.500000, 0.700000, 0.334011, 0.615172
63.125000, 0.680000, 0.307391, 0.606557
64.750000, 0.670000, 0.285801, 0.605985
66.812500, 0.640000, 0.251994, 0.588302
68.625000, 0.650000, 0.236906, 0.605290
70.250000, 0.690000, 0.233163, 0.649411
71.875000, 0.710000, 0.220875, 0.674770
73.562500, 0.620000, 0.175441, 0.594660
75.187500, 0.570000, 0.145724, 0.551058
77.000000, 0.560000, 0.125973, 0.545647
78.625000, 0.560000, 0.110449, 0.549000
80.500000, 0.550000, 0.090776, 0.542457
82.125000, 0.550000, 0.075357, 0.544813
83.937500, 0.740000, 0.078154, 0.735861
85.562500, 0.740000, 0.057255, 0.737782
87.437500, 0.820000, 0.036662, 0.819180
89.437500, 2.290000, 0.022482, 2.289890
91.062500, 2.290000, -0.042464, 2.289606
92.687500, 2.290000, -0.107375, 2.287481
94.562500, 2.290000, -0.182162, 2.282743
96.187500, 2.290000, -0.246822, 2.276660
98.000000, 2.310000, -0.321490, 2.287519
99.625000, 2.320000, -0.387902, 2.287342
101.500000, 2.310000, -0.460540, 2.263626
103.125000, 2.340000, -0.531358, 2.278872
104.937500, 2.370000, -0.610904, 2.289912
106.562500, 2.380000, -0.678445, 2.281252
108.437500, 2.460000, -0.778024, 2.333726
110.062500, 4.770000, -1.636325, 4.480552
112.062500, 4.320000, -1.622669, 4.003667
113.687500, 4.080000, -1.639132, 3.736261
115.375000, 0.010000, -0.004285, 0.009035
117.187500, 2.340000, -1.069155, 2.081468
118.812500, 2.410000, -1.161487, 2.111646
120.437500, 2.390000, -1.210770, 2.060616
122.250000, 2.300000, -1.227313, 1.945174
123.937500, 0.010000, -0.005583, 0.008296
125.750000, 22.450000, -13.116405, 18.219836
127.375000, 0.010000, -0.006070, 0.007947
129.187500, 0.010000, -0.006319, 0.007751
130.875000, 0.420000, -0.274853, 0.317578
132.875000, 0.480000, -0.326593, 0.351763
134.500000, 0.500000, -0.350455, 0.356625
136.125000, 0.470000, -0.338801, 0.325751
138.000000, 0.430000, -0.319552, 0.287726
139.625000, 0.470000, -0.358056, 0.304460
141.437500, 0.450000, -0.351868, 0.280516
143.250000, 0.400000, -0.320502, 0.239330
144.937500, 0.450000, -0.368337, 0.258511
146.562500, 0.470000, -0.392209, 0.258983
148.187500, 0.440000, -0.373902, 0.231942
150.000000, 0.390000, -0.337750, 0.195000
151.875000, 0.390000, -0.343949, 0.183845
153.500000, 0.340000, -0.304278, 0.151707
155.125000, 0.280000, -0.254024, 0.117779
156.937500, 0.400000, -0.368031, 0.156694
158.625000, 0.240000, -0.223492, 0.087473
160.437500, 0.320000, -0.301529, 0.107147
162.062500, 0.250000, -0.237848, 0.076995
163.875000, 0.300000, -0.288197, 0.083320
165.562500, 0.270000, -0.261473, 0.067317
167.375000, 0.290000, -0.282988, 0.063385
169.000000, 0.270000, -0.265039, 0.051518
170.687500, 0.270000, -0.266442, 0.043691
172.500000, 0.320000, -0.317262, 0.041768
174.125000, 0.290000, -0.288477, 0.029684
176.312500, 0.320000, -0.319337, 0.020581
177.750000, 0.370000, -0.369715, 0.014526
179.625000, 0.330000, -0.329993, 0.002160
181.437500, 0.330000, -0.329896, -0.008279
183.062500, 0.320000, -0.319543, -0.017096
184.687500, 0.390000, -0.388696, -0.031871
186.562500, 0.470000, -0.466920, -0.053715
188.187500, 0.490000, -0.485006, -0.069782
190.000000, 0.550000, -0.541644, -0.095506
191.625000, 0.430000, -0.421180, -0.086647
193.500000, 0.440000, -0.427843, -0.102716
195.125000, 0.430000, -0.415104, -0.112198
196.937500, 0.480000, -0.459179, -0.139838
198.437500, 0.390000, -0.369981, -0.123345
200.250000, 0.580000, -0.544151, -0.200748
201.875000, 0.370000, -0.343360, -0.137856
203.500000, 0.270000, -0.247606, -0.107662
205.375000, 0.420000, -0.379479, -0.179987
207.000000, 0.130000, -0.115831, -0.059019
208.812500, 0.290000, -0.254098, -0.139764
210.437500, 0.290000, -0.250033, -0.146913
212.125000, 0.170000, -0.143971, -0.090401
213.750000, 0.240000, -0.199553, -0.133337
215.562500, 0.200000, -0.162696, -0.116318
217.187500, 0.190000, -0.151366, -0.114841
219.062500, 0.170000, -0.131998, -0.107129
220.500000, 0.250000, -0.190101, -0.162362
222.312500, 0.220000, -0.162687, -0.148098
223.937500, 0.240000, -0.172823, -0.166530
225.812500, 0.230000, -0.160312, -0.164924
227.437500, 0.130000, -0.087931, -0.095750
229.250000, 0.070000, -0.045693, -0.053030
230.875000, 0.250000, -0.157754, -0.193943
232.750000, 0.240000, -0.145271, -0.191040
234.375000, 0.040000, -0.023299, -0.032514
236.000000, 0.140000, -0.078287, -0.116065
237.812500, 0.180000, -0.095884, -0.152336
239.500000, 0.100000, -0.050754, -0.086163
241.312500, 0.040000, -0.019201, -0.035090
242.562500, 0.230000, -0.105980, -0.204128
244.437500, 0.070000, -0.030205, -0.063148
246.062500, 0.100000, -0.040574, -0.091399
247.687500, 0.170000, -0.064542, -0.157272
249.500000, 0.220000, -0.077046, -0.206068
251.187500, 0.150000, -0.048371, -0.141987
253.000000, 0.080000, -0.023390, -0.076504
254.625000, 0.200000, -0.053027, -0.192842
256.250000, 0.560000, -0.133104, -0.543952
258.125000, 0.520000, -0.107004, -0.508871
259.750000, 0.510000, -0.090751, -0.501861
261.562500, 0.510000, -0.074833, -0.504480
263.187500, 0.510000, -0.060497, -0.506399
264.687500, 0.530000, -0.049072, -0.527723
266.312500, 0.290000, -0.018651, -0.289400
268.125000, 0.330000, -0.010797, -0.329823
269.812500, 0.290000, -0.000949, -0.289998
271.437500, 0.340000, 0.008529, -0.339893
273.250000, 0.320000, 0.018142, -0.319485
274.875000, 0.430000, 0.036542, -0.428444
276.750000, 0.630000, 0.074049, -0.625633
278.375000, 0.690000, 0.100499, -0.682642
280.187500, 0.690000, 0.122040, -0.679122
281.812500, 0.660000, 0.135108, -0.646023
283.687500, 0.650000, 0.153807, -0.631540
284.937500, 0.700000, 0.180436, -0.676345
286.750000, 0.720000, 0.207501, -0.689451
288.562500, 0.730000, 0.232387, -0.692023
290.250000, 0.770000, 0.266510, -0.722407
291.875000, 0.590000, 0.219824, -0.547519
293.500000, 0.220000, 0.087725, -0.201753
295.375000, 0.490000, 0.209985, -0.442726
297.000000, 0.140000, 0.063559, -0.124741
298.812500, 0.370000, 0.178320, -0.324195
300.437500, 0.320000, 0.162111, -0.275898
302.250000, 0.240000, 0.128067, -0.202975
303.937500, 0.250000, 0.139572, -0.207412
305.750000, 0.240000, 0.140220, -0.194778
307.750000, 0.220000, 0.134688, -0.173952
309.375000, 0.220000, 0.139567, -0.170062
311.062500, 0.240000, 0.157652, -0.180958
312.687500, 0.280000, 0.189840, -0.205818
314.500000, 0.180000, 0.126164, -0.128385
316.125000, 0.220000, 0.158588, -0.152479
